"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2006",22004,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2007",22501,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2008",22050,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2009",22601,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2010",21889,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2011",22266,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2012",22063,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2013",22673,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2014",22646,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2015",22326,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2016",22280,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2017",21574,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2018",21881,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2019",22915,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2000",395200,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2001",401256,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2002",416500,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2003",420669,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2004",427698,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2005",429977,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2006",428675,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2007",418609,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2008",418298,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2009",389998,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2010",407878,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2011",421078,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2012",404880,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2013",403695,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2014",415862,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2015",416795,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2016",384008,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2017",379093.955,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2018",393134.327,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2019",379464,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2000",160707,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2001",162316,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2002",156287,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2003",156456,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2004",158378,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2005",154612,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2006",158711,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2007",133229,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2008",140710,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2009",127690,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2010",132971,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2011",102241,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2012",94180,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2013",92127,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2014",91800,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2015",86765,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2016",80038,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2017",72155,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2018",71866,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2019",70992,
"DEU","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"GRC","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2000",12982,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2001",13055,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2002",13255,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2003",10297,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2004",11048,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2005",12827,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2006",12661,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2007",13828,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2008",13969,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2009",14442,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2010",14799,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2011",14711,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2012",14818,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2013",14439,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2014",14778,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2015",14956,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2016",15162,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2017",15215,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2018",14855,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2019",15403,
"HUN","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"IRL","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"ITA","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"LUX","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2000",3697,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2001",3744,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2002",3684,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2003",3786,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2004",3602,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2005",3769,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2006",3267,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2007",3969,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2008",3931,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2009",4014,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2010",3752,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2011",3915,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2012",3741,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2013",2737,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2014",3873,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2015",3862,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2016",3750,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2017",3277.664,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2018",3395.496,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2019",3700.299,
"NLD","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"POL","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2000",14559,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2001",15680,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2002",16258,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2003",16341,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2004",15600,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2005",16376,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2006",16588,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2007",14137,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2008",15429,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2009",13055,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2010",12784,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2011",14340,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2012",14411,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2013",14624,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2014",14420,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2015",14081,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2016",13732,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2017",14016,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2018",13784,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2019",14168,
"SVK","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2000",59842,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2001",61287,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2002",60621,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2003",59524,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2004",61189,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2005",55353,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2006",57396,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2007",52600,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2008",56294,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2009",50399,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2010",59387,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2011",55236,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2012",58827,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2013",54473,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2014",54961,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2015",54755,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2016",56100,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2017",55540,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2018",53234,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2019",55824,
"ESP","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2000",54772,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2001",69211,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2002",65550,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2003",65454,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2004",75039,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2005",69500,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2006",64983,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2007",64279,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2008",61323,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2009",50023,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2010",55626,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2011",58026,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2012",61393,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2013",63597,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2014",62185,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2015",54347,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2016",60524,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2017",63008,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2018",65801,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2019",64334,
"SWE","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"EST","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"EST","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2000",4549,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2001",5036,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2002",5308,
